Ticker,Predicted_Return,Actual_Future_Return
HINDCOPPER.NS,0.00952533322835659,0.022089580615539495
ADANIPOWER.NS,0.0077826427701090896,0.01865235711266545
NTPC.NS,0.005926038467980483,0.0033269710174668988
TATAPOWER.NS,0.005540539595452851,0.0015681794076594338
POWERGRID.NS,0.00549566200925117,0.0007479746189479739
