Date,Open,High,Low,Close,Volume,Ticker
2025-07-02,334.54998779296875,344.0,332.20001220703125,336.8500061035156,657675,ATHERENERG.NS
2025-07-03,336.79998779296875,338.70001220703125,323.6000061035156,327.1000061035156,569386,ATHERENERG.NS
2025-07-04,330.0,333.8500061035156,326.1000061035156,328.25,375499,ATHERENERG.NS
2025-07-07,328.0,332.3500061035156,326.5,329.79998779296875,419981,ATHERENERG.NS
2025-07-08,329.79998779296875,331.70001220703125,320.45001220703125,329.75,848218,ATHERENERG.NS
2025-07-09,330.0,330.45001220703125,318.6000061035156,328.54998779296875,846999,ATHERENERG.NS
2025-07-10,331.3999938964844,337.45001220703125,328.3500061035156,330.8999938964844,704159,ATHERENERG.NS
2025-07-11,329.25,333.95001220703125,325.54998779296875,332.3999938964844,1076711,ATHERENERG.NS
2025-07-14,335.0,354.8999938964844,330.1000061035156,344.0,2192694,ATHERENERG.NS
2025-07-15,346.8500061035156,349.0,342.0,343.25,515489,ATHERENERG.NS
2025-07-16,344.70001220703125,348.3999938964844,338.54998779296875,339.8500061035156,315915,ATHERENERG.NS
2025-07-17,349.70001220703125,357.45001220703125,343.8500061035156,351.29998779296875,1541204,ATHERENERG.NS
2025-07-18,351.29998779296875,352.3500061035156,340.3999938964844,341.29998779296875,415916,ATHERENERG.NS
2025-07-21,342.0,343.1000061035156,332.54998779296875,336.8999938964844,359260,ATHERENERG.NS
2025-07-22,337.75,341.3999938964844,334.6499938964844,337.0,232344,ATHERENERG.NS
2025-07-23,337.0,338.75,333.1499938964844,335.45001220703125,159185,ATHERENERG.NS
2025-07-24,337.70001220703125,337.70001220703125,329.5,330.6000061035156,188949,ATHERENERG.NS
2025-07-25,333.0,342.04998779296875,330.0,334.29998779296875,976743,ATHERENERG.NS
2025-07-28,334.45001220703125,341.0,329.20001220703125,338.8999938964844,492737,ATHERENERG.NS
2025-07-29,338.8999938964844,347.3999938964844,336.3500061035156,344.75,465160,ATHERENERG.NS
2025-07-30,353.79998779296875,358.25,336.54998779296875,345.79998779296875,2829538,ATHERENERG.NS
2025-07-31,344.25,351.70001220703125,337.3999938964844,350.3500061035156,826869,ATHERENERG.NS
2025-08-01,352.0,355.20001220703125,345.3500061035156,347.29998779296875,814570,ATHERENERG.NS
2025-08-04,353.54998779296875,414.6499938964844,349.3500061035156,395.95001220703125,7920817,ATHERENERG.NS
2025-08-05,400.95001220703125,410.0,380.75,391.75,5442351,ATHERENERG.NS
2025-08-06,393.0,393.8999938964844,380.0,385.45001220703125,1196611,ATHERENERG.NS
2025-08-07,385.8999938964844,400.75,382.3500061035156,398.04998779296875,2059119,ATHERENERG.NS
2025-08-08,401.0,433.54998779296875,398.04998779296875,426.3500061035156,7331171,ATHERENERG.NS
2025-08-11,427.04998779296875,427.95001220703125,414.04998779296875,421.5,1655257,ATHERENERG.NS
2025-08-12,420.04998779296875,420.04998779296875,398.20001220703125,401.1000061035156,988861,ATHERENERG.NS
2025-08-13,405.0,421.0,404.04998779296875,412.29998779296875,2155564,ATHERENERG.NS
2025-08-14,415.75,426.0,412.79998779296875,416.45001220703125,716306,ATHERENERG.NS
2025-08-18,426.75,426.75,412.0,414.3500061035156,513787,ATHERENERG.NS
2025-08-19,417.20001220703125,450.0,412.04998779296875,435.95001220703125,2735287,ATHERENERG.NS
2025-08-20,436.04998779296875,436.04998779296875,412.8500061035156,416.6499938964844,1578507,ATHERENERG.NS
2025-08-21,420.75,424.70001220703125,407.70001220703125,416.1000061035156,1152936,ATHERENERG.NS
2025-08-22,417.79998779296875,431.3999938964844,414.5,417.25,1188579,ATHERENERG.NS
2025-08-25,425.0,430.79998779296875,415.1499938964844,417.70001220703125,1224907,ATHERENERG.NS
2025-08-26,417.95001220703125,451.0,413.29998779296875,431.5,4280682,ATHERENERG.NS
2025-08-28,434.8500061035156,438.6000061035156,426.3999938964844,430.20001220703125,1179714,ATHERENERG.NS
2025-08-29,430.0,459.0,421.6000061035156,450.1499938964844,3123592,ATHERENERG.NS
2025-09-01,465.04998779296875,512.7999877929688,445.29998779296875,486.79998779296875,20738470,ATHERENERG.NS
2025-09-02,491.8999938964844,500.0,481.1000061035156,496.70001220703125,5731260,ATHERENERG.NS
2025-09-03,499.1000061035156,510.3500061035156,491.8999938964844,500.6000061035156,4527758,ATHERENERG.NS
2025-09-04,504.8999938964844,507.29998779296875,485.0,487.04998779296875,1972024,ATHERENERG.NS
2025-09-05,489.8999938964844,508.79998779296875,488.3500061035156,499.3500061035156,2637989,ATHERENERG.NS
2025-09-08,501.5,549.6500244140625,492.70001220703125,520.25,9863869,ATHERENERG.NS
2025-09-09,525.4000244140625,603.0,522.0,573.25,6958106,ATHERENERG.NS
2025-09-10,576.1500244140625,578.7999877929688,522.0499877929688,541.5499877929688,9281402,ATHERENERG.NS
2025-09-11,545.0999755859375,554.7999877929688,529.2000122070312,541.9500122070312,3790172,ATHERENERG.NS
2025-09-12,544.9500122070312,551.75,537.5499877929688,542.5499877929688,2298895,ATHERENERG.NS
2025-09-15,546.0499877929688,560.75,542.7999877929688,546.9500122070312,2906042,ATHERENERG.NS
2025-09-16,550.0,559.5,548.5,556.2999877929688,1799189,ATHERENERG.NS
2025-09-17,561.8499755859375,587.0,559.9500122070312,570.0,4337300,ATHERENERG.NS
2025-09-18,573.0,573.0,557.0,562.5,1245500,ATHERENERG.NS
2025-09-19,560.0,589.0,557.0999755859375,584.5,2683018,ATHERENERG.NS
2025-09-22,583.5999755859375,614.4000244140625,580.3499755859375,591.5499877929688,3437632,ATHERENERG.NS
2025-09-23,593.9000244140625,594.4500122070312,566.0,572.5999755859375,1909319,ATHERENERG.NS
2025-09-24,572.5999755859375,592.0,568.5,581.8499755859375,1874021,ATHERENERG.NS
2025-09-25,581.5,581.5,534.5,557.2000122070312,3574883,ATHERENERG.NS
2025-09-26,552.0499877929688,565.75,537.4500122070312,539.9000244140625,2318093,ATHERENERG.NS
2025-09-29,545.9000244140625,587.9500122070312,542.5,580.5,3903208,ATHERENERG.NS
2025-09-30,579.75,580.4500122070312,556.5,565.5,1627211,ATHERENERG.NS
2025-10-01,568.0,598.7999877929688,565.4500122070312,587.2000122070312,2936283,ATHERENERG.NS
2025-10-03,589.5,609.5,585.5499877929688,593.0,2593675,ATHERENERG.NS
2025-10-06,591.7999877929688,624.9000244140625,582.0,620.8499755859375,3979396,ATHERENERG.NS
2025-10-07,621.0,639.9000244140625,615.5,630.0499877929688,3995656,ATHERENERG.NS
2025-10-08,630.0,679.0,624.0,639.1500244140625,8286039,ATHERENERG.NS
2025-10-09,640.0,644.8499755859375,621.3499755859375,624.0499877929688,2224905,ATHERENERG.NS
2025-10-10,625.75,625.75,592.0,594.8499755859375,2935522,ATHERENERG.NS
2025-10-13,596.5499877929688,623.4000244140625,595.8499755859375,611.4500122070312,4112180,ATHERENERG.NS
2025-10-14,614.0,627.3499755859375,603.7999877929688,615.0,2448761,ATHERENERG.NS
2025-10-15,618.0,661.7000122070312,612.4500122070312,635.5,5974698,ATHERENERG.NS
2025-10-16,638.0,694.9000244140625,637.9500122070312,688.5499877929688,15041099,ATHERENERG.NS
2025-10-17,680.0,703.0,672.0,693.2999877929688,7026025,ATHERENERG.NS
2025-10-20,688.0,730.4500122070312,683.0,722.2000122070312,4661258,ATHERENERG.NS
2025-10-21,735.0,790.0,726.2000122070312,765.8499755859375,3216919,ATHERENERG.NS
2025-10-23,770.0,773.5,713.7000122070312,733.4000244140625,6165372,ATHERENERG.NS
2025-10-24,738.8499755859375,747.4500122070312,693.2999877929688,706.2999877929688,4914129,ATHERENERG.NS
2025-10-27,705.0,749.4500122070312,705.0,734.3499755859375,5506352,ATHERENERG.NS
2025-10-28,748.9000244140625,765.9000244140625,731.0,736.3499755859375,4132281,ATHERENERG.NS
2025-10-29,740.0,742.0,700.2000122070312,706.2000122070312,2376591,ATHERENERG.NS
2025-10-30,708.3499755859375,721.0,677.4500122070312,707.2999877929688,3128104,ATHERENERG.NS
2025-10-31,714.0,722.0499877929688,686.0,691.9500122070312,1709337,ATHERENERG.NS
2025-11-03,700.0499877929688,700.0499877929688,686.9000244140625,691.6500244140625,1180308,ATHERENERG.NS
2025-11-04,691.0,708.0,660.75,667.1500244140625,2213018,ATHERENERG.NS
2025-11-06,665.0499877929688,665.0499877929688,582.0499877929688,633.8499755859375,28107723,ATHERENERG.NS
2025-11-07,632.5999755859375,663.0,625.0,654.6500244140625,5182271,ATHERENERG.NS
2025-11-10,653.0999755859375,653.8499755859375,615.0999755859375,625.7000122070312,5714254,ATHERENERG.NS
2025-11-11,640.0,664.1500244140625,625.0,659.7999877929688,7006525,ATHERENERG.NS
2025-11-12,658.0,659.2999877929688,624.0,628.5499877929688,2972690,ATHERENERG.NS
2025-11-13,643.0499877929688,659.9000244140625,619.0499877929688,639.1500244140625,7172037,ATHERENERG.NS
2025-11-14,641.4500122070312,662.0,623.2000122070312,649.5999755859375,5464288,ATHERENERG.NS
2025-11-17,656.0,657.0,636.1500244140625,648.4500122070312,2905416,ATHERENERG.NS
2025-11-18,646.5499877929688,679.9000244140625,645.5499877929688,668.4500122070312,6312858,ATHERENERG.NS
2025-11-19,676.4000244140625,688.0,665.3499755859375,685.0,5093797,ATHERENERG.NS
2025-11-20,685.0,704.0,670.1500244140625,697.0,4784453,ATHERENERG.NS
2025-11-21,696.9500122070312,713.0,686.4500122070312,695.9000244140625,4107125,ATHERENERG.NS
2025-11-24,697.0,701.0999755859375,665.0,672.7999877929688,2718631,ATHERENERG.NS
2025-11-25,672.7999877929688,687.8499755859375,666.2999877929688,684.9500122070312,1700459,ATHERENERG.NS
2025-11-26,683.0,699.2999877929688,671.2000122070312,692.5,2257179,ATHERENERG.NS
2025-11-27,694.9500122070312,718.0,694.9500122070312,710.4000244140625,3549144,ATHERENERG.NS
2025-11-28,713.0,722.0,692.5,717.9500122070312,3843760,ATHERENERG.NS
2025-12-01,717.0,724.7000122070312,700.1500244140625,708.8499755859375,2836480,ATHERENERG.NS
2025-12-02,708.8499755859375,709.7999877929688,680.0,685.25,2570834,ATHERENERG.NS
2025-12-03,685.5,693.8499755859375,675.0,682.2999877929688,1556942,ATHERENERG.NS
2025-12-04,682.2999877929688,696.9500122070312,654.7999877929688,672.2000122070312,2315617,ATHERENERG.NS
2025-12-05,674.0,680.4000244140625,663.0,675.2000122070312,1697532,ATHERENERG.NS
2025-12-08,673.8499755859375,685.0,661.5499877929688,678.75,1523208,ATHERENERG.NS
2025-12-09,673.5499877929688,674.5,638.2999877929688,648.6500244140625,3688017,ATHERENERG.NS
2025-12-10,655.0,661.5499877929688,636.0999755859375,644.75,1692366,ATHERENERG.NS
2025-12-11,641.9000244140625,660.0,639.0499877929688,646.4500122070312,1220049,ATHERENERG.NS
2025-12-12,647.7999877929688,660.0,641.0,645.0999755859375,946014,ATHERENERG.NS
2025-12-15,645.0,692.75,642.9500122070312,685.25,2476727,ATHERENERG.NS
2025-12-16,683.9000244140625,693.4000244140625,670.75,676.0499877929688,1866805,ATHERENERG.NS
2025-12-17,676.0499877929688,687.2000122070312,657.25,660.7999877929688,1298953,ATHERENERG.NS
2025-12-18,660.0,672.8499755859375,651.25,662.8499755859375,1590154,ATHERENERG.NS
2025-12-19,663.0,718.0,655.2000122070312,701.9500122070312,6527742,ATHERENERG.NS
2025-12-22,705.5999755859375,719.0,683.0499877929688,696.2000122070312,2116233,ATHERENERG.NS
2025-12-23,697.7000122070312,709.8499755859375,688.1500244140625,706.3499755859375,1315630,ATHERENERG.NS
2025-12-24,708.5,739.4500122070312,707.0,721.75,3430861,ATHERENERG.NS
2025-12-26,721.7000122070312,727.7999877929688,705.0,709.9500122070312,1678326,ATHERENERG.NS
2025-12-29,709.9500122070312,723.5,700.0,717.2000122070312,1077190,ATHERENERG.NS
2025-12-30,717.9000244140625,747.9500122070312,707.6500244140625,731.9000244140625,3396056,ATHERENERG.NS
2025-12-31,732.3499755859375,760.0,732.3499755859375,754.75,2105792,ATHERENERG.NS
2026-01-01,755.0,764.9000244140625,727.8499755859375,738.5,1392172,ATHERENERG.NS
2026-01-02,738.0,753.7999877929688,736.0499877929688,741.6500244140625,1251316,ATHERENERG.NS
2026-01-05,744.0,744.0,677.0,684.9000244140625,3409934,ATHERENERG.NS
2026-01-06,690.1500244140625,706.6500244140625,680.0499877929688,694.4500122070312,2912639,ATHERENERG.NS
2026-01-07,697.8499755859375,700.9000244140625,683.5,692.4500122070312,1312206,ATHERENERG.NS
2026-01-08,692.4500122070312,699.5999755859375,662.4500122070312,672.7000122070312,1904523,ATHERENERG.NS
2026-01-09,672.6500244140625,672.6500244140625,625.0,633.2999877929688,1813986,ATHERENERG.NS
2026-01-12,633.2999877929688,644.0,606.1500244140625,639.2999877929688,2234389,ATHERENERG.NS
2026-01-13,649.25,661.9500122070312,635.2000122070312,653.3499755859375,1878212,ATHERENERG.NS
2026-01-14,659.5999755859375,659.9000244140625,637.1500244140625,646.5999755859375,1168689,ATHERENERG.NS
2026-01-15,646.5999755859375,646.5999755859375,646.5999755859375,646.5999755859375,0,ATHERENERG.NS
2026-01-16,645.0,645.0,605.0499877929688,618.75,2356991,ATHERENERG.NS
2026-01-19,615.0,630.0,600.8499755859375,625.5,1745003,ATHERENERG.NS
2026-01-20,620.0,624.0999755859375,595.0499877929688,606.9000244140625,1941428,ATHERENERG.NS
2026-01-21,597.0,619.0,589.0,613.25,1484970,ATHERENERG.NS
2026-01-22,616.9000244140625,639.6500244140625,607.0,631.6500244140625,1163769,ATHERENERG.NS
2026-01-23,634.5999755859375,634.5999755859375,614.0,621.2000122070312,957315,ATHERENERG.NS
2026-01-27,614.6500244140625,627.9000244140625,604.3499755859375,619.0999755859375,929567,ATHERENERG.NS
2026-01-28,618.0,623.9500122070312,602.2999877929688,607.3499755859375,1107075,ATHERENERG.NS
2026-01-29,606.0,609.2999877929688,594.5999755859375,601.3499755859375,967775,ATHERENERG.NS
2026-01-30,601.3499755859375,631.0,600.5,621.25,1137970,ATHERENERG.NS
2026-02-02,626.0,627.8499755859375,599.2999877929688,606.5499877929688,1807314,ATHERENERG.NS
2026-02-03,654.0,684.8499755859375,625.9500122070312,675.9000244140625,7390281,ATHERENERG.NS
2026-02-04,678.9500122070312,704.4000244140625,672.5999755859375,696.0499877929688,2423190,ATHERENERG.NS
2026-02-05,694.0999755859375,718.0,678.2000122070312,714.5,1670941,ATHERENERG.NS
2026-02-06,710.7000122070312,713.5999755859375,695.0,706.0999755859375,1087231,ATHERENERG.NS
2026-02-09,706.9500122070312,729.0,702.1500244140625,726.0499877929688,1038049,ATHERENERG.NS
2026-02-10,726.0,736.0,717.0,727.5499877929688,922362,ATHERENERG.NS
2026-02-11,730.5,736.5499877929688,710.25,716.25,1555260,ATHERENERG.NS
2026-02-12,722.9500122070312,742.8499755859375,714.4000244140625,725.75,1717671,ATHERENERG.NS
2026-02-13,715.25,717.0499877929688,691.25,708.25,1945549,ATHERENERG.NS
2026-02-16,706.0,728.8499755859375,697.25,708.9500122070312,998139,ATHERENERG.NS
2026-02-17,710.0,731.9500122070312,703.4500122070312,726.3499755859375,1119344,ATHERENERG.NS
2026-02-18,726.2999877929688,733.8499755859375,713.4500122070312,728.5,1173105,ATHERENERG.NS
2026-02-19,728.0,749.5,717.0,733.7000122070312,2895730,ATHERENERG.NS
2026-02-20,727.0,730.4000244140625,702.0,708.7999877929688,1059652,ATHERENERG.NS
2026-02-23,709.9500122070312,720.7999877929688,705.2000122070312,718.1500244140625,838251,ATHERENERG.NS
2026-02-24,714.0499877929688,715.3499755859375,680.0,698.8499755859375,1945327,ATHERENERG.NS
2026-02-25,706.0,729.2999877929688,699.0999755859375,706.2999877929688,1389510,ATHERENERG.NS
2026-02-26,710.4500122070312,710.5,686.0,700.2999877929688,2048529,ATHERENERG.NS
2026-02-27,698.8499755859375,712.7000122070312,686.75,710.9000244140625,1409206,ATHERENERG.NS
2026-03-02,680.0,710.0999755859375,674.0,705.0,1950250,ATHERENERG.NS
2026-03-04,699.0499877929688,704.9000244140625,673.7999877929688,701.0,1637001,ATHERENERG.NS
2026-03-05,701.0,703.2000122070312,673.0999755859375,684.2999877929688,1712935,ATHERENERG.NS
2026-03-06,680.2999877929688,687.7999877929688,662.9000244140625,674.0499877929688,752277,ATHERENERG.NS
2026-03-09,660.0,685.0,650.5999755859375,681.7000122070312,1444623,ATHERENERG.NS
2026-03-10,695.0,699.0,677.4500122070312,695.75,1140241,ATHERENERG.NS
2026-03-11,698.0,704.8499755859375,690.2999877929688,702.0,883658,ATHERENERG.NS
2026-03-12,690.0499877929688,713.0,685.4000244140625,710.5499877929688,1003844,ATHERENERG.NS
2026-03-13,710.0,721.0,692.0999755859375,705.0,2014478,ATHERENERG.NS
2026-03-16,700.0,723.4500122070312,684.4500122070312,713.2000122070312,1762085,ATHERENERG.NS
2026-03-17,726.9500122070312,729.6500244140625,706.3499755859375,723.75,1252990,ATHERENERG.NS
2026-03-18,727.5,775.7999877929688,723.7999877929688,750.2000122070312,4976847,ATHERENERG.NS
2026-03-19,740.1500244140625,784.7999877929688,735.6500244140625,754.2999877929688,6981015,ATHERENERG.NS
2026-03-20,769.0,795.9000244140625,755.9000244140625,780.5999755859375,4290744,ATHERENERG.NS
2026-03-23,789.0,789.0,717.0499877929688,749.0499877929688,4878841,ATHERENERG.NS
2026-03-24,764.0,772.4000244140625,750.0999755859375,757.0,2447156,ATHERENERG.NS
2026-03-25,763.0,794.8499755859375,762.2000122070312,776.6500244140625,2971815,ATHERENERG.NS
2026-03-27,772.7999877929688,802.9000244140625,759.0499877929688,796.3499755859375,4166172,ATHERENERG.NS
2026-03-30,796.3499755859375,805.0,742.1500244140625,754.0,3620394,ATHERENERG.NS
2026-04-01,780.0,783.8499755859375,753.0,771.0499877929688,2166641,ATHERENERG.NS
2026-04-02,760.7999877929688,774.9000244140625,745.0,762.1500244140625,1574299,ATHERENERG.NS
2026-04-06,760.0,793.2000122070312,752.7000122070312,784.7999877929688,2602245,ATHERENERG.NS
2026-04-07,780.9500122070312,796.5,740.3499755859375,761.0,2233788,ATHERENERG.NS
2026-04-08,781.3499755859375,789.4500122070312,765.2000122070312,770.7000122070312,2244466,ATHERENERG.NS
2026-04-09,774.0,833.3499755859375,772.0,820.25,8948018,ATHERENERG.NS
2026-04-10,835.0,875.4500122070312,830.3499755859375,863.0499877929688,8455968,ATHERENERG.NS
2026-04-13,863.0499877929688,948.0,855.4000244140625,907.8499755859375,27333392,ATHERENERG.NS
2026-04-15,933.9500122070312,938.25,861.2999877929688,871.0499877929688,10060029,ATHERENERG.NS
2026-04-16,886.9000244140625,887.0,863.0999755859375,866.0999755859375,3962596,ATHERENERG.NS
2026-04-17,868.0,881.2000122070312,845.0999755859375,850.9500122070312,3982070,ATHERENERG.NS
2026-04-20,849.75,918.9500122070312,835.6500244140625,889.4500122070312,14794060,ATHERENERG.NS
2026-04-21,893.75,906.3499755859375,875.5,896.0999755859375,4508126,ATHERENERG.NS
2026-04-22,894.4500122070312,917.7999877929688,890.0499877929688,905.5,5376605,ATHERENERG.NS
2026-04-23,905.5,944.7000122070312,892.5999755859375,898.4500122070312,7003873,ATHERENERG.NS
2026-04-24,901.4500122070312,909.8499755859375,865.2999877929688,883.0,3204736,ATHERENERG.NS
2026-04-27,887.9000244140625,954.5999755859375,884.0,941.2000122070312,4710737,ATHERENERG.NS
2026-04-28,951.0,971.1500244140625,923.7000122070312,931.1500244140625,3723757,ATHERENERG.NS
2026-04-29,942.0,954.9000244140625,931.7000122070312,938.4000244140625,1930567,ATHERENERG.NS
2026-04-30,942.9000244140625,947.75,924.0,934.8499755859375,1991317,ATHERENERG.NS
2026-05-01,934.8499755859375,934.8499755859375,934.8499755859375,934.8499755859375,0,ATHERENERG.NS
2026-05-04,946.0,949.75,896.2000122070312,934.0,3763893,ATHERENERG.NS
2026-05-05,937.7000122070312,982.3499755859375,906.7999877929688,937.7999877929688,9168412,ATHERENERG.NS
2026-05-06,953.0,954.4500122070312,890.0499877929688,897.5499877929688,4949900,ATHERENERG.NS
2026-05-07,900.5,917.2000122070312,894.2000122070312,907.2000122070312,2211556,ATHERENERG.NS
2026-05-08,911.75,939.0,903.1500244140625,915.0499877929688,3689273,ATHERENERG.NS
2026-05-11,920.0,989.4000244140625,919.0,969.4500122070312,13473062,ATHERENERG.NS
2026-05-12,974.0,974.9500122070312,917.0,924.25,5046798,ATHERENERG.NS
2026-05-13,927.5999755859375,958.7999877929688,914.1500244140625,951.9500122070312,4592129,ATHERENERG.NS
2026-05-14,958.9500122070312,958.9500122070312,936.0499877929688,940.2999877929688,2565395,ATHERENERG.NS
2026-05-15,946.7999877929688,965.7999877929688,926.0499877929688,937.4000244140625,4124146,ATHERENERG.NS
2026-05-18,930.0,932.4000244140625,905.5,910.3499755859375,2584141,ATHERENERG.NS
2026-05-19,913.0,923.2000122070312,902.0499877929688,910.2999877929688,2287419,ATHERENERG.NS
2026-05-20,901.2999877929688,916.0499877929688,873.5999755859375,909.0499877929688,3331140,ATHERENERG.NS
2026-05-21,916.0,921.0,885.0,889.2999877929688,3264904,ATHERENERG.NS
2026-05-22,898.0,907.9500122070312,874.0999755859375,883.7999877929688,3039687,ATHERENERG.NS
2026-05-25,891.6500244140625,925.0,876.4500122070312,921.4000244140625,3724909,ATHERENERG.NS
2026-05-26,925.4000244140625,985.0,925.4000244140625,950.5999755859375,9163908,ATHERENERG.NS
2026-05-27,955.4000244140625,977.5,950.0,955.5,2225467,ATHERENERG.NS
2026-05-28,955.5,955.5,955.5,955.5,0,ATHERENERG.NS
2026-05-29,969.9000244140625,1003.9000244140625,947.8499755859375,964.0999755859375,7558790,ATHERENERG.NS
2025-05-29,110.7699966430664,111.7699966430664,110.19999694824219,110.38999938964844,12881605,ADANIPOWER.NS
2025-05-30,110.61000061035156,111.08999633789062,108.18000030517578,108.76000213623047,15370475,ADANIPOWER.NS
2025-06-02,109.4000015258789,111.9800033569336,109.0,111.0199966430664,17794610,ADANIPOWER.NS
2025-06-03,110.51000213623047,110.63999938964844,108.5999984741211,108.91999816894531,12927105,ADANIPOWER.NS
2025-06-04,109.4800033569336,109.9800033569336,107.72000122070312,109.02999877929688,13008395,ADANIPOWER.NS
2025-06-05,109.54000091552734,110.73999786376953,109.30999755859375,109.52999877929688,9616705,ADANIPOWER.NS
2025-06-06,110.1500015258789,112.79000091552734,109.81999969482422,111.05000305175781,20056905,ADANIPOWER.NS
2025-06-09,111.94999694824219,114.80000305175781,111.26000213623047,112.62000274658203,23617970,ADANIPOWER.NS
2025-06-10,113.54000091552734,122.12000274658203,112.48999786376953,119.20999908447266,150425895,ADANIPOWER.NS
2025-06-11,120.55000305175781,121.0,116.58999633789062,117.41000366210938,43819250,ADANIPOWER.NS
2025-06-12,117.41000366210938,117.73999786376953,113.0999984741211,113.43000030517578,25698510,ADANIPOWER.NS
2025-06-13,111.08999633789062,115.68000030517578,109.87000274658203,114.18000030517578,29630645,ADANIPOWER.NS
2025-06-16,113.58999633789062,114.4000015258789,111.01000213623047,112.58999633789062,13945785,ADANIPOWER.NS
2025-06-17,112.91000366210938,114.22000122070312,111.4000015258789,111.63999938964844,9820175,ADANIPOWER.NS
2025-06-18,111.5999984741211,112.06999969482422,110.0,110.16000366210938,10063160,ADANIPOWER.NS
2025-06-19,110.19999694824219,111.75,106.5,107.30000305175781,13568940,ADANIPOWER.NS
2025-06-20,107.5999984741211,109.11000061035156,105.41999816894531,106.05000305175781,47738495,ADANIPOWER.NS
2025-06-23,106.0,108.29000091552734,105.6500015258789,107.5999984741211,15234695,ADANIPOWER.NS
2025-06-24,108.9800033569336,110.4000015258789,107.73999786376953,109.37000274658203,20572930,ADANIPOWER.NS
2025-06-25,109.83999633789062,111.80000305175781,109.75,111.4000015258789,17171020,ADANIPOWER.NS
2025-06-26,111.80000305175781,116.08000183105469,111.5999984741211,115.62999725341797,30618905,ADANIPOWER.NS
2025-06-27,116.0,121.36000061035156,114.83999633789062,116.87000274658203,78220455,ADANIPOWER.NS
2025-06-30,117.9000015258789,119.45999908447266,116.47000122070312,117.1500015258789,22731315,ADANIPOWER.NS
2025-07-01,117.68000030517578,121.4000015258789,117.30000305175781,118.27999877929688,40265290,ADANIPOWER.NS
2025-07-02,119.19999694824219,120.37999725341797,117.55000305175781,118.27999877929688,20389805,ADANIPOWER.NS
2025-07-03,119.0,119.23999786376953,117.0,117.58000183105469,18364010,ADANIPOWER.NS
2025-07-04,117.58000183105469,118.16000366210938,116.22000122070312,116.95999908447266,10892800,ADANIPOWER.NS
2025-07-07,116.95999908447266,120.0,115.75,119.43000030517578,21546290,ADANIPOWER.NS
2025-07-08,120.69999694824219,123.0,118.4000015258789,120.0,49616840,ADANIPOWER.NS
2025-07-09,120.51000213623047,122.0,119.30000305175781,120.43000030517578,27100765,ADANIPOWER.NS
2025-07-10,120.87999725341797,124.0,120.41999816894531,121.16000366210938,74692330,ADANIPOWER.NS
2025-07-11,121.4000015258789,122.4000015258789,120.06999969482422,120.79000091552734,20236400,ADANIPOWER.NS
2025-07-14,120.81999969482422,123.86000061035156,120.44999694824219,121.91000366210938,37017980,ADANIPOWER.NS
2025-07-15,122.58000183105469,123.19999694824219,121.13999938964844,121.62000274658203,19422015,ADANIPOWER.NS
2025-07-16,121.9800033569336,122.86000061035156,120.5999984741211,120.97000122070312,18549555,ADANIPOWER.NS
